City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
504,mitu,1.1983,-70.1733,74.41,86,95,1.39,CO,1704701839
505,harstad,68.799,16.5293,34.99,97,100,23.0,NO,1704701840
506,massawa,15.6097,39.45,82.63,56,10,8.01,ER,1704701841
507,eirunepe,-6.6603,-69.8736,73.65,96,90,1.54,BR,1704701842
508,rio tuba,8.5061,117.4317,84.24,74,56,15.39,PH,1704701843
509,morris,40.8334,-74.5329,34.83,73,75,12.66,US,1704701844
510,galle,6.0367,80.217,83.7,74,97,7.07,LK,1704701844
511,lillebonne,49.5203,0.5362,32.23,66,0,13.09,FR,1704701845
512,muroto-misakicho,33.2833,134.15,45.03,50,0,1.12,JP,1704701846
513,phetchabun,16.25,101.0833,92.66,33,2,4.99,TH,1704701594
514,gandajika,-6.75,23.95,69.19,97,100,4.14,CD,1704701848
515,el nido,11.1858,119.3956,83.52,75,86,14.14,PH,1704701850
516,voznesenskoye,54.89,42.7569,-1.77,95,15,5.01,RU,1704701851
517,lubango,-14.9172,13.4925,61.14,93,100,2.55,AO,1704701851
518,piterka,50.6803,47.4454,5.77,82,51,9.55,RU,1704701854
519,noosa heads,-26.3833,153.15,81.1,84,95,7.31,AU,1704701854
520,mukalla,14.5425,49.1242,81.23,27,69,8.84,YE,1704701857
521,gueret,46.1667,1.8667,26.26,95,100,7.29,FR,1704701858
522,tamanrasset,22.785,5.5228,55.31,15,0,4.61,DZ,1704701859
523,san agustin de valle fertil,-30.6335,-67.4682,70.99,84,55,6.22,AR,1704701860
524,buenaventura,3.8801,-77.0312,75.07,95,100,2.84,CO,1704701861
525,broome,42.2506,-75.833,31.69,92,100,10.36,US,1704701862
526,wiwili,13.6268,-85.8254,67.06,98,52,3.85,NI,1704701862
527,torbat-e jam,35.244,60.6225,46.78,37,0,4.59,IR,1704701863
528,kangavar,34.5043,47.9653,48.6,17,100,1.88,IR,1704701822
529,quellon,-43.1167,-73.6167,49.71,75,89,4.05,CL,1704701865
530,ar rudayyif,34.3827,8.1555,38.97,60,0,6.38,TN,1704701865
531,uige,-7.6087,15.0613,72.48,78,100,2.21,AO,1704701866
532,dauphin,51.1494,-100.0502,-0.26,85,100,3.44,CA,1704701867
533,igarka,67.4667,86.5833,-15.18,95,99,9.8,RU,1704701868
534,kruisfontein,-34.0033,24.7314,64.89,80,100,4.68,ZA,1704701868
535,lerwick,60.1545,-1.1494,39.2,68,100,4.72,GB,1704701869
536,pacific grove,36.6177,-121.9166,45.7,86,0,4.61,US,1704701870
537,general acha,-37.377,-64.6043,65.79,39,0,7.96,AR,1704701871
538,sumbe,-11.2061,13.8437,81.21,66,99,1.03,AO,1704701872
539,srivardhan,18.0333,73.0167,85.39,43,0,9.19,IN,1704701874
540,jayapura,-2.5333,140.7,85.39,81,100,7.43,ID,1704701876
541,posse,-14.0931,-46.3694,68.13,94,100,4.14,BR,1704701876
542,punta umbria,37.1821,-6.9661,43.32,69,100,5.53,ES,1704701877
543,borger,52.9233,6.7931,30.78,85,66,13.58,NL,1704701878
544,jackson,42.4165,-122.8345,36.86,91,100,3.44,US,1704701878
545,prince george,53.9166,-122.753,12.61,93,75,3.0,CA,1704701879
546,beroroha,-21.6667,45.1667,88.43,62,100,4.5,MG,1704701880
547,cutral-co,-38.9469,-69.2089,56.91,10,0,4.0,AR,1704701880
548,kone,-21.0595,164.8658,79.56,79,23,4.23,NC,1704701881
549,slave lake,55.2834,-114.769,-4.02,77,75,6.91,CA,1704701882
550,korla,41.7597,86.1469,31.87,54,0,3.53,CN,1704701883
551,saint croix,17.7397,-64.7388,74.95,80,20,4.61,VI,1704701884
552,yelizovo,53.1873,158.3805,4.8,70,0,4.47,RU,1704701885
553,fort bragg,35.139,-79.006,39.2,80,0,3.44,US,1704701886
554,road town,18.4167,-64.6167,75.29,77,16,15.68,VG,1704701886
555,winooski,44.4914,-73.1857,24.75,90,100,4.61,US,1704701887
556,papao,-17.75,-149.55,78.48,86,38,15.86,PF,1704701888
557,vila velha,-20.3297,-40.2925,75.15,94,20,3.44,BR,1704701890
558,basco,20.4487,121.9702,75.79,69,100,21.39,PH,1704701890
559,bowen,-20.0167,148.2333,83.73,73,64,14.38,AU,1704701891
560,yeppoon,-23.1333,150.7333,83.98,78,98,9.19,AU,1704701892
561,nguekhokh,14.5128,-17.005,70.68,78,0,11.5,SN,1704701892
562,cruzeiro do sul,-29.5128,-51.9853,77.52,83,100,3.2,BR,1704701893
563,nuku'alofa,-21.1333,-175.2,79.83,86,100,12.86,TO,1704701894
564,huarmey,-10.0681,-78.1522,71.98,84,100,6.58,PE,1704701895
565,ibeto,10.4854,5.145,78.35,12,2,7.25,NG,1704701896
566,turpan,42.9333,89.1667,37.0,41,5,1.72,CN,1704701896
567,mcpherson,38.3708,-97.6642,40.17,75,100,22.26,US,1704701897
568,karratha,-20.7377,116.8463,101.25,27,0,24.92,AU,1704701898
569,rio gallegos,-51.6226,-69.2181,48.25,46,0,11.5,AR,1704701899
570,gizo,-8.103,156.8419,83.12,78,98,6.91,SB,1704701899
571,viqueque,-8.8673,126.3658,86.85,70,100,4.38,TL,1704701900
572,greenville,35.6127,-77.3663,39.22,90,0,0.0,US,1704701901
573,lucas,41.6501,-83.6666,35.56,78,100,10.36,US,1704701901
574,tangalle,6.024,80.7911,78.58,88,100,12.59,LK,1704701902
575,kismayo,-0.3582,42.5454,84.9,62,56,21.68,SO,1704701903
576,inhambane,-23.865,35.3833,85.53,52,5,5.26,MZ,1704701904
577,galliano,29.4422,-90.2992,55.4,76,0,5.75,US,1704701904
578,bonga,7.2833,36.2333,69.19,74,99,2.01,ET,1704701905
579,coronel moldes,-33.6227,-64.5971,65.75,98,4,7.11,AR,1704701906
580,arawa,-6.2132,155.5367,80.33,89,100,2.44,PG,1704701907
